"ObjectName","Status","Reason","Evidence","ProposedAction"
"T_APP_MAINTENANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_ACTIVE_EMPOLYEES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_API_MASTER_STG","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_AUDIT_POST_COMPLAINCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_AUDIT_TWICE_IN_A_YEAR_BRANCHES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_CCQ_RESPONSE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_EMAIL_QUEUE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_EMAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_EMAILS_INTERNAL","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_ENB_TBL_DIVISONS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_ENTITIES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_FAD_REPORTS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_ACCOUNT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_ACCOUNT_DOC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_ACCOUNT_TXN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_LOAN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_LOAN_DOC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_LOAN_DOC_IMG","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_LOAN_TXN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_REPORT_COL_MST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_EXC_REPORT_MST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_FINAL_APPROVAL","Low-Confidence / Needs Verification","Referenced in code analysis but only from low-confidence paths.","PROC:PKG_INQ.ADD_FINAL_APPROVAL","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_INV_PLAN_ACT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_LEAD_REVIEW","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_MANPOWER_DEMAND","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBS_AUDITEE_REPLY_EVIDENCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_ASSIGNEDTO_TEMP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_EVIDENCES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_LOANCASES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_OLD_PARAS_FAD","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OBSERVATION_REFERENCE_MAP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_SEVERITY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_UPDATED_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_EVIDENCES_POST_COMPLIANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_POST_COMPLIANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_POST_COMPLIANCE_EVIDENCES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_RESPONSE_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OLD_PARAS_CAD_LOG","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_FAD_BACKUP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED_IMP","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_FAD_UPDATE_LOG","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_FAD_UPDATE_STATUS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_POST_COMPLIANCE","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_POST_COMPLIANCE_HEAD_REMARKS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_EVIDENCES","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_FAD","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_FAD_AUDITOR_RESPONSE","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_FAD_STATUS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_IMP_REMARKS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_SVP_AZ_REMARKS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_RESPONSE_TEXT","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_PAGE_API_MAP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PLAN_ENG_BACKUP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_PLAN_ENG_STATUS_MAPPING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PLAN_FREQUENCY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PLAN_LOG","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PLAN_STATUS_MAPPING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_POST_COMPLIANCE_FAD_PARA_TEXT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_POST_COMPLIANCE_FAD_PARA_TEXT_PARTIAL_COMP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_DEPOSITACCOUNT_SUM","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_DEPOSITACCOUNTCATEGORY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_GL_MON_END","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_GL_SUMMARY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_GLHEADS_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_GLSUB","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_HR","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_LIVELOAN_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_PREINFO_LOAN_PMYP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_RESP_ASSIGNED_FINAL_DUP_BAK","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_RESP_ASSIGNED_STAGING_2026","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SAMPLE_BIOMETRIC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SAMPLE_BKP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_SAMPLE_LOAN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SBP_ASSIGNMENTS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SBP_OBSERVATIONS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SBP_RESPONSES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SBP_REVIEW_HISTORY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_SEC_CSP_VIOLATIONS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_STAFF_POSITION","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_TBL_OBSERVATIONS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_TBL_UPDATE_LOG","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_USER_COM_PAGE_PERM","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_USER_ENG_PAGE_PERM","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_WORKING_PAPER_LOAN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_A","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR_DOCS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_DETAILS_BACK_UP_26062024","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_DETAILS_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_DETAILS_STATUS_MAPPING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_SBP_CIRCULAR","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_SUB_A","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CHECKLIST_ZTBL_CIRCULAR","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CRITERIA_APPROVED","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_CRITERIA_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_EMP_BACKUP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AUDIT_MAPPING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M_D","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M_MIN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M_PC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M_PR","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDIT_MAPPING_M_R","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITEE_CHECKLIST_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITEE_ENTITIES_AUDIT_DATES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITEE_ENTITIES_CODE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
