Source type,Source file,Function/button/event/action name,URL/API endpoint called,Controller name,Controller action method,DBConnection method called,DBConnection file,Package name,Procedure name,Procedure exists in package spec,Procedure exists in package body,Active usage confirmed,"Replacement method/procedure, if any",Final action,Remarks
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:741,get_commercial_audit_pdp_om_mappings,/ApiCalls/get_commercial_audit_pdp_om_mappings,ApiCalls,get_commercial_audit_pdp_om_mappings,GetCommercialAuditPdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_PDP_OM_MAP,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:770,save_commercial_audit_pdp_om_mapping,/ApiCalls/save_commercial_audit_pdp_om_mapping,ApiCalls,save_commercial_audit_pdp_om_mapping,SaveCommercialAuditPdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_PDP_OM_MAP,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:812,get_commercial_audit_pdps,/ApiCalls/get_commercial_audit_pdps,ApiCalls,get_commercial_audit_pdps,GetCommercialAuditPdps,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_PDPS,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:835,get_commercial_audit_arpse_pdp_mappings,/ApiCalls/get_commercial_audit_arpse_pdp_mappings,ApiCalls,get_commercial_audit_arpse_pdp_mappings,GetCommercialAuditArpsePdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_PDP_MAP,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:908,save_commercial_audit_arpse_pdp_mapping,/ApiCalls/save_commercial_audit_arpse_pdp_mapping,ApiCalls,save_commercial_audit_arpse_pdp_mapping,SaveCommercialAuditArpsePdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_PDP_MAP,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:998,get_commercial_audit_arpse_headers,/ApiCalls/get_commercial_audit_arpse_headers,ApiCalls,get_commercial_audit_arpse_headers,GetCommercialAuditArpseHeaders,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_HEADERS,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1180,save_commercial_audit_arpse_header,/ApiCalls/save_commercial_audit_arpse_header,ApiCalls,save_commercial_audit_arpse_header,SaveCommercialAuditArpseHeader,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1215,get_commercial_audit_arpse_dac_entries,/ApiCalls/get_commercial_audit_arpse_dac_entries,ApiCalls,get_commercial_audit_arpse_dac_entries,GetCommercialAuditArpseDacEntries,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_DAC_ENTRIES,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1231,get_commercial_audit_arpse_pac_entries,/ApiCalls/get_commercial_audit_arpse_pac_entries,ApiCalls,get_commercial_audit_arpse_pac_entries,GetCommercialAuditArpsePacEntries,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_PAC_ENTRIES,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1356,save_commercial_audit_arpse_dac_entry,/ApiCalls/save_commercial_audit_arpse_dac_entry,ApiCalls,save_commercial_audit_arpse_dac_entry,SaveCommercialAuditArpseDacEntry,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_DAC,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1427,save_commercial_audit_arpse_pac_entry,/ApiCalls/save_commercial_audit_arpse_pac_entry,ApiCalls,save_commercial_audit_arpse_pac_entry,SaveCommercialAuditArpsePacEntry,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_PAC,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_Execution_manage_legacy_paras.js:129,add_legacy_para_reply,/ApiCalls/add_legacy_para_reply,ApiCalls,add_legacy_para_reply,AddOldParasReply,AIS\DBConnection.AE.cs,pkg_ae,P_AddOldParasReply,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
JS,AIS\wwwroot\js\csp\Views_IID_account_document.js:20,get_iid_biomet_account_documents_sampling_details,/ApiCalls/get_iid_biomet_account_documents_sampling_details,ApiCalls,get_iid_biomet_account_documents_sampling_details,GetIidAccountDocuments,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_ACCOUNT_DOC,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_Account_exception.js:14,get_iid_exception_account_report,/ApiCalls/get_iid_exception_account_report,ApiCalls,get_iid_exception_account_report,GetIidExceptionReportData,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_EXCEPTION_REPORT_DATA,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_account_transaction.js:15,get_iid_biomet_account_transaction_sampling_details,/ApiCalls/get_iid_biomet_account_transaction_sampling_details,ApiCalls,get_iid_biomet_account_transaction_sampling_details,GetIidAccountTransactions,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,p_get_account_transcations,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:61,get_iid_list_of_reports,/ApiCalls/get_iid_list_of_reports,ApiCalls,get_iid_list_of_reports,GetIidListOfReports,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,T_AU_EXCEPTION_REPORT,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:318,add_iid_exception_account_report,/ApiCalls/add_iid_exception_account_report,ApiCalls,add_iid_exception_account_report,AddIidExceptionAccountReport,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_ADD_NEW_EXP_REPORT,No,No,Yes,,Needs manual review,Package SQL source file not found.; Missing GuardAgainstDynamicSql
JS,AIS\wwwroot\js\csp\Views_IID_Add_Exception_Reports.js:358,get_iid_exception_report_format,/ApiCalls/get_iid_exception_report_format,ApiCalls,get_iid_exception_report_format,GetIidExceptionReportFormat,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_EXCEPTION_REPORT_FORMAT,No,No,Yes,,Needs manual review,Package SQL source file not found.; Missing GuardAgainstDynamicSql
JS,AIS\wwwroot\js\csp\Views_IID_Exceptions_Reports.js:66,get_iid_list_of_reports,/ApiCalls/get_iid_list_of_reports,ApiCalls,get_iid_list_of_reports,GetIidListOfReports,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,T_AU_EXCEPTION_REPORT,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_loans_exception.js:14,get_iid_loan_Exceptions,/ApiCalls/get_iid_loan_Exceptions,ApiCalls,get_iid_loan_Exceptions,GetIidLoanExceptions,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_LOANS_Exceptions,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_loan_documents.js:20,get_iid_loan_documents,/ApiCalls/get_iid_loan_documents,ApiCalls,get_iid_loan_documents,GetIidLoanDocuments,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,p_get_Loan_Documents,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_loan_documents.js:78,get_iid_loan_document_data,/ApiCalls/get_iid_loan_document_data,ApiCalls,get_iid_loan_document_data,GetIidLoanDocumentData,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,p_get_Loan_Documents_image,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_loan_transactions.js:20,get_iid_sample_loan_transactions,/ApiCalls/get_iid_sample_loan_transactions,ApiCalls,get_iid_sample_loan_transactions,GetIidLoanTransactions,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,p_get_Loan_Transactions,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:159,generate_annexure_risk_rating_of_engagement,/ApiCalls/generate_annexure_risk_rating_of_engagement,ApiCalls,generate_annexure_risk_rating_of_engagement,GenerateAnnexureRiskRatingofEngagement,AIS\DBConnection.AD.cs,pkg_ad,P_add_branch_annex_risk_rating,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
JS,AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:178,view_annexure_risk_rating_of_engagement,/ApiCalls/view_annexure_risk_rating_of_engagement,ApiCalls,view_annexure_risk_rating_of_engagement,ViewAnnexureRiskRatingofEngagement,AIS\DBConnection.AD.cs,pkg_ad,p_get_annexure_risk_rating,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
JS,AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:168,generate_annexure_risk_rating_of_engagement,/ApiCalls/generate_annexure_risk_rating_of_engagement,ApiCalls,generate_annexure_risk_rating_of_engagement,GenerateAnnexureRiskRatingofEngagement,AIS\DBConnection.AD.cs,pkg_ad,P_add_branch_annex_risk_rating,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
JS,AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:187,view_annexure_risk_rating_of_engagement,/ApiCalls/view_annexure_risk_rating_of_engagement,ApiCalls,view_annexure_risk_rating_of_engagement,ViewAnnexureRiskRatingofEngagement,AIS\DBConnection.AD.cs,pkg_ad,p_get_annexure_risk_rating,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
Controller,AIS\Controllers\AdministrationPanelController.cs:1308,DeleteSystemLogs,/AdministrationPanel/DeleteSystemLogs,AdministrationPanel,DeleteSystemLogs,DeleteOldSystemLogs,AIS\DBConnection.LG.cs,PKG_LG,P_DELETE_SYS_LOGS,No,No,Yes,,Needs DB extraction,Internal C# call; Procedure not fully present in checked-in package source.
Controller,AIS\Controllers\ApiCallsController.cs:1701,Loan_Case_Details,/ApiCalls/Loan_Case_Details,ApiCalls,Loan_Case_Details,GetLoanCaseDetails,AIS\DBConnection.cs,pkg_ai,P_GetLoanCaseDetails,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1706,Glhead_Sub_Details,/ApiCalls/Glhead_Sub_Details,ApiCalls,Glhead_Sub_Details,GetGlheadSubDetails,AIS\DBConnection.cs,pkg_ai,p_getglheadsum,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1711,GetDepositAccountSubdetails,/ApiCalls/GetDepositAccountSubdetails,ApiCalls,GetDepositAccountSubdetails,GetDepositAccountSubdetails,AIS\DBConnection.cs,pkg_ai,P_GetDepositAccountSubdetails,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1716,GetDepositAccountcatdetails,/ApiCalls/GetDepositAccountcatdetails,ApiCalls,GetDepositAccountcatdetails,GetDepositAccountcatdetails,AIS\DBConnection.cs,pkg_AIS,P_GetDepositACCOUNTCATEGORY_details,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Procedure not fully present in checked-in package source.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1721,GetBranchDesbursementaccountdetails,/ApiCalls/GetBranchDesbursementaccountdetails,ApiCalls,GetBranchDesbursementaccountdetails,GetBranchDesbursementAccountdetails,AIS\DBConnection.cs,pkg_ai,P_GetBranchDesbursementAccountdetails,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1727,GetIncomeExpenceDetails,/ApiCalls/GetIncomeExpenceDetails,ApiCalls,GetIncomeExpenceDetails,GetIncomeExpenceDetails,AIS\DBConnection.cs,pkg_ai,P_GetIncomeExpenceDetails,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1780,get_commercial_audit_oms,/ApiCalls/get_commercial_audit_oms,ApiCalls,get_commercial_audit_oms,GetCommercialAuditOms,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_OMS,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1788,save_commercial_audit_om,/ApiCalls/save_commercial_audit_om,ApiCalls,save_commercial_audit_om,SaveCommercialAuditOm,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_OM,No,No,Yes,,Needs manual review,Internal C# call; Package SQL source file not found.; Missing GuardAgainstDynamicSql
Controller,AIS\Controllers\ApiCallsController.cs:1817,get_commercial_audit_pdps,/ApiCalls/get_commercial_audit_pdps,ApiCalls,get_commercial_audit_pdps,GetCommercialAuditPdps,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_PDPS,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1826,save_commercial_audit_pdp,/ApiCalls/save_commercial_audit_pdp,ApiCalls,save_commercial_audit_pdp,SaveCommercialAuditPdp,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_PDP,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1842,get_commercial_audit_pdp_om_mappings,/ApiCalls/get_commercial_audit_pdp_om_mappings,ApiCalls,get_commercial_audit_pdp_om_mappings,GetCommercialAuditPdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_PDP_OM_MAP,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1851,save_commercial_audit_pdp_om_mapping,/ApiCalls/save_commercial_audit_pdp_om_mapping,ApiCalls,save_commercial_audit_pdp_om_mapping,SaveCommercialAuditPdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_PDP_OM_MAP,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1867,get_commercial_audit_arpse_headers,/ApiCalls/get_commercial_audit_arpse_headers,ApiCalls,get_commercial_audit_arpse_headers,GetCommercialAuditArpseHeaders,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_HEADERS,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1876,save_commercial_audit_arpse_header,/ApiCalls/save_commercial_audit_arpse_header,ApiCalls,save_commercial_audit_arpse_header,SaveCommercialAuditArpseHeader,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1892,get_commercial_audit_arpse_pdp_mappings,/ApiCalls/get_commercial_audit_arpse_pdp_mappings,ApiCalls,get_commercial_audit_arpse_pdp_mappings,GetCommercialAuditArpsePdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_PDP_MAP,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1901,save_commercial_audit_arpse_pdp_mapping,/ApiCalls/save_commercial_audit_arpse_pdp_mapping,ApiCalls,save_commercial_audit_arpse_pdp_mapping,SaveCommercialAuditArpsePdpMappings,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_PDP_MAP,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1917,get_commercial_audit_arpse_dac_entries,/ApiCalls/get_commercial_audit_arpse_dac_entries,ApiCalls,get_commercial_audit_arpse_dac_entries,GetCommercialAuditArpseDacEntries,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_DAC_ENTRIES,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1926,save_commercial_audit_arpse_dac_entry,/ApiCalls/save_commercial_audit_arpse_dac_entry,ApiCalls,save_commercial_audit_arpse_dac_entry,SaveCommercialAuditArpseDacEntry,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_DAC,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1942,get_commercial_audit_arpse_pac_entries,/ApiCalls/get_commercial_audit_arpse_pac_entries,ApiCalls,get_commercial_audit_arpse_pac_entries,GetCommercialAuditArpsePacEntries,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_GET_ARPSE_PAC_ENTRIES,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:1951,save_commercial_audit_arpse_pac_entry,/ApiCalls/save_commercial_audit_arpse_pac_entry,ApiCalls,save_commercial_audit_arpse_pac_entry,SaveCommercialAuditArpsePacEntry,AIS\DBConnection.CAU.cs,PKG_COMMERCIAL_AUDIT,P_SAVE_ARPSE_PAC,No,No,Yes,,Needs manual review,"Internal C# call; Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:2065,old_para_response,/ApiCalls/old_para_response,ApiCalls,old_para_response,AuditeeOldParaResponse,AIS\DBConnection.cs,pkg_ais,P_AuditeeOldParaResponse,No,No,Unconfirmed,,Needs manual review,"Internal C# call; Procedure not fully present in checked-in package source.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:2077,get_old_para_management,/ApiCalls/get_old_para_management,ApiCalls,get_old_para_management,GetOldParasManagement,AIS\DBConnection.AE.cs,pkg_ae,P_GetOldParaManagement,No,No,Unconfirmed,,Needs DB extraction,Internal C# call; Procedure not fully present in checked-in package source.
Controller,AIS\Controllers\ApiCallsController.cs:2131,add_legacy_para_reply,/ApiCalls/add_legacy_para_reply,ApiCalls,add_legacy_para_reply,AddOldParasReply,AIS\DBConnection.AE.cs,pkg_ae,P_AddOldParasReply,No,No,Yes,,Needs DB extraction,Internal C# call; Procedure not fully present in checked-in package source.
Controller,AIS\Controllers\ApiCallsController.cs:2220,Getloancasedocuments,/ApiCalls/Getloancasedocuments,ApiCalls,Getloancasedocuments,GetLoanCaseDocuments,AIS\DBConnection.cs,pkg_ais,P_GetLoanCaseDocuments,No,Yes,Unconfirmed,,Needs manual review,"Internal C# call; Procedure not fully present in checked-in package source.; Missing BindByName, GuardAgainstDynamicSql"
Controller,AIS\Controllers\ApiCallsController.cs:2379,get_old_para_br_compliance_text_ref,/ApiCalls/get_old_para_br_compliance_text_ref,ApiCalls,get_old_para_br_compliance_text_ref,GetOldParasBranchComplianceTextRef,AIS\DBConnection.AE.cs,pkg_ae,P_GetAuditeeOldParasFADText_Ref,No,No,Unconfirmed,,Needs DB extraction,Internal C# call; Procedure not fully present in checked-in package source.
