File,Property,PlainTextAttribute,Line
Models/AccountExceptionsModel.cs,PURPOSE,False,16
Models/AccountExceptionsModel.cs,ACC_TYPE,False,17
Models/AccountExceptionsModel.cs,ACC_CATEGORY,False,18
Models/AccountExceptionsModel.cs,RISK,False,19
Models/AccountExceptionsModel.cs,MASTER_CODE,False,20
Models/AccountExceptionsModel.cs,TR_DESCRIPTION,False,21
Models/AccountExceptionsModel.cs,TR_DATE,False,22
Models/AccountExceptionsModel.cs,TR_AUTHDATE,False,23
Models/AccountExceptionsModel.cs,DR_AMOUNT,False,24
Models/AccountExceptionsModel.cs,CR_AMOUNT,False,25
Models/AccountOpeningDetailsModel.cs,A_ID,False,5
Models/AccountOpeningDetailsModel.cs,V_NUMBER,False,6
Models/AccountOpeningDetailsModel.cs,A_NATURE,False,7
Models/AccountOpeningDetailsModel.cs,OBSERVATION,False,8
Models/AccountOpeningDetailsModel.cs,PARA_NO,False,9
Models/AccountTransactionSampleModel.cs,TransactionMasterCode,False,5
Models/AccountTransactionSampleModel.cs,Description,False,6
Models/AccountTransactionSampleModel.cs,Remarks,False,7
Models/AccountTransactionSampleModel.cs,TransactionDate,False,8
Models/AccountTransactionSampleModel.cs,TransactionDateDisp,False,9
Models/AccountTransactionSampleModel.cs,AuthorizationDate,False,10
Models/AccountTransactionSampleModel.cs,AuthorizationDateDisp,False,11
Models/AccountTransactionSampleModel.cs,DrAmount,False,12
Models/AccountTransactionSampleModel.cs,CrAmount,False,13
Models/AccountTransactionSampleModel.cs,ToAccountId,False,14
Models/AccountTransactionSampleModel.cs,ToAccountTitle,False,15
Models/AccountTransactionSampleModel.cs,ToAccountNo,False,16
Models/AccountTransactionSampleModel.cs,ToAccBranchId,False,17
Models/AccountTransactionSampleModel.cs,InstrumentNo,False,18
Models/AddAuditCriteriaModel.cs,ENTITY_NAME,False,8
Models/AddAuditCriteriaModel.cs,SIZE,False,10
Models/AddAuditCriteriaModel.cs,RISK,False,12
Models/AddAuditCriteriaModel.cs,FREQUENCY,False,14
Models/AddAuditCriteriaModel.cs,VISIT,False,16
Models/AddAuditCriteriaModel.cs,AUDITPERIOD,False,19
Models/AddAuditPeriodModel.cs,DESCRIPTION,False,9
Models/AddAuditPeriodModel.cs,STARTDATE,False,10
Models/AddAuditPeriodModel.cs,ENDDATE,False,11
Models/AddAuditTeamModel.cs,T_CODE,True,11
Models/AddAuditTeamModel.cs,T_NAME,True,14
Models/AddAuditTeamModel.cs,NAME,True,19
Models/AddAuditTeamModel.cs,PLACEOFPOSTING,True,22
Models/AddAuditTeamModel.cs,ISTEAMLEAD,True,25
Models/AddAuditTeamModel.cs,STATUS,True,28
Models/AddJoiningModel.cs,STATUS,False,16
Models/AddLegacyParaModel.cs,REF_P,False,8
Models/AddLegacyParaModel.cs,PARA_TEXT,False,14
Models/AddNewLegacyParaModel.cs,E_CODE,False,7
Models/AddNewLegacyParaModel.cs,E_NAME,False,8
Models/AddNewLegacyParaModel.cs,NATURE,False,10
Models/AddNewLegacyParaModel.cs,AUDIT_YEAR,False,11
Models/AddNewLegacyParaModel.cs,PARA_NO,False,12
Models/AddNewLegacyParaModel.cs,NO_OF_INSTANCES,False,13
Models/AddNewLegacyParaModel.cs,GIST_OF_PARA,False,14
Models/AddNewLegacyParaModel.cs,OLD_GIST_OF_PARA,False,15
Models/AddNewLegacyParaModel.cs,AMOUNT,False,16
Models/AddNewLegacyParaModel.cs,ANNEXURE,False,17
Models/AddNewLegacyParaModel.cs,VOL_I_II,False,18
Models/AddNewLegacyParaModel.cs,PARA_REF,False,19
Models/AddOldParasComplianceReply.cs,REPLY,False,8
Models/AddOldParasStatusUpdate.cs,REMARKS,False,7
Models/AddOldParasStatusUpdate.cs,R_STATUS,False,8
Models/AdminNewUsersAIS.cs,PPNO,False,6
Models/AdminNewUsersAIS.cs,EMP_NAME,False,7
Models/AdminNewUsersAIS.cs,DESIGNATION_CODE,False,8
Models/AdminNewUsersAIS.cs,DESIGNATION,False,9
Models/AdminNewUsersAIS.cs,EMPLOYEE_TYPE,False,10
Models/AdminNewUsersAIS.cs,POSTING_TYPE,False,11
Models/AdminNewUsersAIS.cs,CODE,False,12
Models/AdminNewUsersAIS.cs,ENTITY_NAME,False,13
Models/AdminNewUsersAIS.cs,ENTITY_ID,False,14
Models/AllParaForAnnexureAssignmentModel.cs,ENTITY_ID,False,5
Models/AllParaForAnnexureAssignmentModel.cs,ANNEX_ID,False,6
Models/AllParaForAnnexureAssignmentModel.cs,ANNEX_CODE,False,7
Models/AllParaForAnnexureAssignmentModel.cs,ANNEXURE,False,8
Models/AllParaForAnnexureAssignmentModel.cs,OBS_ID,False,9
Models/AllParaForAnnexureAssignmentModel.cs,REF_P,False,10
Models/AllParaForAnnexureAssignmentModel.cs,PARA_CATEGORY,False,11
Models/AllParaForAnnexureAssignmentModel.cs,AUDIT_PERIOD,False,12
Models/AllParaForAnnexureAssignmentModel.cs,ENTITY_NAME,False,13
Models/AllParaForAnnexureAssignmentModel.cs,PARA_NO,False,14
Models/AllParaForAnnexureAssignmentModel.cs,GIST_OF_PARAS,False,15
Models/AnnexWiseObservationModel.cs,HEADING,False,6
Models/AnnexWiseObservationModel.cs,ANNEX,False,7
Models/AnnexWiseObservationModel.cs,AUDIT_COMMENTS,False,8
Models/AnnexWiseObservationModel.cs,OLD_TOTAL,False,9
Models/AnnexWiseObservationModel.cs,NEW_TOTAL,False,10
Models/AnnexWiseObservationModel.cs,TOTAL,False,11
Models/AnnexWiseObservationModel.cs,R1,False,12
Models/AnnexWiseObservationModel.cs,R2,False,13
Models/AnnexWiseObservationModel.cs,R3,False,14
Models/AnnexureExerciseStatus.cs,PPNO,False,5
Models/AnnexureExerciseStatus.cs,NAME,False,6
Models/AnnexureExerciseStatus.cs,AUDIT_ZONE,False,7
Models/AnnexureExerciseStatus.cs,TOTAL,False,8
Models/AnnexureExerciseStatus.cs,PENDING,False,9
Models/AnnexureExerciseStatus.cs,COMPLETED,False,10
Models/AnnexureInstructionModel.cs,InstructionsTitle,False,7
Models/AnnexureInstructionModel.cs,annexureId,False,8
Models/AnnexureInstructionModel.cs,referenceTypeId,False,9
Models/AnnexureInstructionModel.cs,referenceType,False,10
Models/AnnexureInstructionModel.cs,InstructionsDetails,False,12
Models/AnnexureInstructionModel.cs,IND,False,14
Models/AnnexureInstructionModel.cs,Status,False,15
Models/AnnexureModel.cs,ANNEX,False,6
Models/AnnexureModel.cs,CODE,False,7
Models/AnnexureModel.cs,HEADING,False,8
Models/AnnexureModel.cs,VOL,False,9
Models/AnnexureModel.cs,RISK_ID,False,10
Models/AnnexureModel.cs,RISK,False,11
Models/AnnexureModel.cs,PROCESS_ID,False,12
Models/AnnexureModel.cs,FUNCTION_OWNER_ID,False,13
Models/AnnexureModel.cs,RISK_MODEL_ID,False,14
Models/AnnexureModel.cs,PROCESS,False,15
Models/AnnexureModel.cs,FUNCTION_OWNER,False,16
Models/AnnexureModel.cs,RISK_MODEL,False,17
Models/AnnexureModel.cs,STATUS,False,18
Models/AnnexureModel.cs,MAX_NUMBER,False,20
Models/AnnexureModel.cs,WEIGHTAGE,False,21
Models/AnnexureModel.cs,GRAVITY,False,22
Models/AnnexureModel.cs,FUNCTION_ID_1,False,24
Models/AnnexureModel.cs,FUNCTION_1,False,25
Models/AnnexureModel.cs,FUNCTION_ID_2,False,26
Models/AnnexureModel.cs,FUNCTION_2,False,27
Models/AssignedObservations.cs,RESPONSE_ID,False,13
Models/AssignedObservations.cs,GIST,False,14
Models/AssignedObservations.cs,IS_ACTIVE,False,20
Models/AssignedObservations.cs,REPLIED,False,21
Models/AssignedObservations.cs,OBSERVATION_TEXT,False,22
Models/AssignedObservations.cs,PROCESS,False,23
Models/AssignedObservations.cs,SUB_PROCESS,False,24
Models/AssignedObservations.cs,CHECKLIST_DETAIL,False,25
Models/AssignedObservations.cs,VIOLATION,False,26
Models/AssignedObservations.cs,NATURE,False,27
Models/AssignedObservations.cs,REPLY_TEXT,False,28
Models/AssignedObservations.cs,STATUS,False,29
Models/AssignedObservations.cs,STATUS_ID,False,30
Models/AssignedObservations.cs,ENTITY_NAME,False,31
Models/AssignedObservations.cs,MEMO_DATE,False,33
Models/AssignedObservations.cs,MEMO_NUMBER,False,34
Models/AssignedObservations.cs,MEMO_REPLY_DATE,False,35
Models/AssignedObservations.cs,AUDIT_YEAR,False,36
Models/AssignedObservations.cs,OPERATION_STARTDATE,False,37
Models/AssignedObservations.cs,OPERATION_ENDDATE,False,38
Models/AuditCCQModel.cs,ENTITY_NAME,False,11
Models/AuditCCQModel.cs,QUESTIONS,True,14
Models/AuditCCQModel.cs,CONTROL_VIOLATION,False,16
Models/AuditCCQModel.cs,RISK,False,18
Models/AuditCCQModel.cs,STATUS,False,19
Models/AuditChecklistAnnexureCircularModel.cs,ReferenceType,False,15
Models/AuditChecklistAnnexureCircularModel.cs,InstructionsDetails,False,16
Models/AuditChecklistAnnexureCircularModel.cs,Keywords,False,17
Models/AuditChecklistAnnexureCircularModel.cs,RedirectedPage,False,18
Models/AuditChecklistAnnexureCircularModel.cs,Division,False,19
Models/AuditChecklistAnnexureCircularModel.cs,InstructionsTitle,False,20
Models/AuditChecklistAnnexureCircularModel.cs,DocType,False,22
Models/AuditChecklistDetailsModel.cs,S_NAME,False,8
Models/AuditChecklistDetailsModel.cs,V_NAME,False,10
Models/AuditChecklistDetailsModel.cs,COMMENTS,False,11
Models/AuditChecklistDetailsModel.cs,HEADING,False,12
Models/AuditChecklistDetailsModel.cs,RISK,False,15
Models/AuditChecklistDetailsModel.cs,ROLE_RESP,False,17
Models/AuditChecklistDetailsModel.cs,PROCESS_OWNER,False,19
Models/AuditChecklistDetailsModel.cs,STATUS,False,20
Models/AuditChecklistDetailsModel.cs,OB_STATUS,False,21
Models/AuditChecklistModel.cs,HEADING,False,6
Models/AuditChecklistModel.cs,RISK_SEQUENCE,False,7
Models/AuditChecklistModel.cs,RISK_WEIGHTAGE,False,8
Models/AuditChecklistModel.cs,ENTITY_TYPE_NAME,False,10
Models/AuditChecklistModel.cs,STATUS,False,11
Models/AuditChecklistSubModel.cs,T_NAME,False,7
Models/AuditChecklistSubModel.cs,HEADING,False,8
Models/AuditChecklistSubModel.cs,ENTITY_TYPE_NAME,False,10
Models/AuditChecklistSubModel.cs,STATUS,False,11
Models/AuditConcludingEntitiesModel.cs,ENTITY_NAME,False,6
Models/AuditCriteriaLogModel.cs,REMARKS,False,12
Models/AuditCriteriaModel.cs,ENTITY_NAME,False,8
Models/AuditCriteriaModel.cs,ENTITY,False,9
Models/AuditCriteriaModel.cs,SIZE,False,11
Models/AuditCriteriaModel.cs,RISK,False,13
Models/AuditCriteriaModel.cs,FREQUENCY,False,15
Models/AuditCriteriaModel.cs,VISIT,False,17
Models/AuditCriteriaModel.cs,PERIOD,False,20
Models/AuditCriteriaModel.cs,COMMENTS,False,21
Models/AuditEmployeeModel.cs,DEPTARMENT,False,7
Models/AuditEmployeeModel.cs,EMPLOYEEFIRSTNAME,False,8
Models/AuditEmployeeModel.cs,EMPLOYEELASTNAME,False,9
Models/AuditEmployeeModel.cs,CURRENT_RANK,False,11
Models/AuditEmployeeModel.cs,FUN_DESIGNATION,False,13
Models/AuditEmployeeModel.cs,TYPE,False,14
Models/AuditEmployeeModel.cs,TASK_ALLOCATED,False,15
Models/AuditEngagementPlanModel.cs,TEAM_NAME,False,20
Models/AuditEngagementPlanModel.cs,ENTITY_NAME,False,28
Models/AuditEngagementPlanModel.cs,REMARKS_OUT,False,29
Models/AuditEngagementPlanModel.cs,IS_SUCCESS,False,30
Models/AuditEngagementPlanModel.cs,COMMENTS,False,31
Models/AuditEntitiesModel.cs,ENTITYCODE,False,8
Models/AuditEntitiesModel.cs,ENTITYTYPEDESC,False,9
Models/AuditEntitiesModel.cs,AUDITABLE,False,10
Models/AuditEntitiesModel.cs,AUDITEDBY,False,11
Models/AuditEntitiesModel.cs,AUDITED_BY_ENTITY,False,12
Models/AuditEntitiesModel.cs,AUDIT_TYPE,False,13
Models/AuditEntitiesModel.cs,D_RISK,False,14
Models/AuditEntityRelationsModel.cs,STATUS,False,9
Models/AuditEntityRelationsModel.cs,PARENT_NAME,False,10
Models/AuditEntityRelationsModel.cs,CHILD_NAME,False,11
Models/AuditFrequencyModel.cs,FREQUENCY_DISCRIPTION,False,7
Models/AuditFrequencyModel.cs,STATUS,False,8
Models/AuditNatureModel.cs,DESCRIPTION,False,6
Models/AuditObservationTemplateModel.cs,OBS_TEMPLATE,False,7
Models/AuditParaReconsillation.cs,AUDIT_ZONE,False,5
Models/AuditParaReconsillation.cs,ENTITY_TYPE_DESC,False,6
Models/AuditParaReconsillation.cs,REPORTING_OFFICE,False,7
Models/AuditParaReconsillation.cs,ENTITY_NAME,False,8
Models/AuditParaReconsillation.cs,OPEN_BALANCE,False,9
Models/AuditParaReconsillation.cs,ADDED,False,10
Models/AuditParaReconsillation.cs,TOTAL,False,11
Models/AuditParaReconsillation.cs,SETTLED_LEGACY,False,12
Models/AuditParaReconsillation.cs,SETTLED_NEW_PARA,False,13
Models/AuditParaReconsillation.cs,UN_SETTLED,False,14
Models/AuditParaReconsillation.cs,INDICATOR,False,15
Models/AuditParaReconsillation.cs,R1,False,16
Models/AuditParaReconsillation.cs,R2,False,17
Models/AuditParaReconsillation.cs,R3,False,18
Models/AuditParaReconsillation.cs,PERCENTAGE,False,19
Models/AuditPerformanceChartDashboardModel.cs,DEPARTMENT,False,5
Models/AuditPerformanceChartDashboardModel.cs,HEADING,False,6
Models/AuditPerformanceChartDashboardModel.cs,NO_OF_ENTITIES,False,7
Models/AuditPerformanceChartDashboardModel.cs,TOTAL_ENTITIES,False,8
Models/AuditPerformanceChartDashboardModel.cs,PERCENTAGE,False,9
Models/AuditPerformanceChartDashboardModel.cs,REMARKS,False,10
Models/AuditPeriodModel.cs,DESCRIPTION,False,8
Models/AuditPeriodModel.cs,STATUS,False,12
Models/AuditPeriodModel.cs,REMARKS_OUT,False,13
Models/AuditPeriodModel.cs,IS_SUCCESS,False,14
Models/AuditPlanCompletionReportModel.cs,AUDITNAME,False,6
Models/AuditPlanEngDetailReport.cs,ENG_ID,False,5
Models/AuditPlanEngDetailReport.cs,REPORTING_OFFICE,False,6
Models/AuditPlanEngDetailReport.cs,ENTITY_NAME,False,7
Models/AuditPlanEngDetailReport.cs,AUDIT_TEAM,False,8
Models/AuditPlanEngDetailReport.cs,OP_START_DATE,False,9
Models/AuditPlanEngDetailReport.cs,OP_END_DATE,False,10
Models/AuditPlanEngDetailReport.cs,AUDIT_START_DATE,False,11
Models/AuditPlanEngDetailReport.cs,AUDIT_END_DATE,False,12
Models/AuditPlanEngDetailReport.cs,TRAVEL_DAYS,False,13
Models/AuditPlanEngDetailReport.cs,DISCUSSION_DAYS,False,14
Models/AuditPlanEngDetailReport.cs,REVENUE_RECORD_DAYS,False,15
Models/AuditPlanEngDetailReport.cs,WEEKEND_DAYS,False,16
Models/AuditPlanEngDetailReport.cs,TOTAL_DAYS,False,17
Models/AuditPlanEngDetailReport.cs,DELAY_DAYS,False,18
Models/AuditPlanEngDetailReport.cs,ENG_STATUS,False,19
Models/AuditPlanEngagementModel.cs,AUDITPERIOD,False,8
Models/AuditPlanEngagementModel.cs,PARENT_OFFICE,False,9
Models/AuditPlanEngagementModel.cs,ENITIY_NAME,False,10
Models/AuditPlanEngagementModel.cs,TEAM_NAME,False,16
Models/AuditPlanEngagementModel.cs,MEMBER_NAME,False,17
Models/AuditPlanEngagementModel.cs,STATUS,False,18
Models/AuditPlanModel.cs,DEPARTMENT_NAME,False,21
Models/AuditPlanModel.cs,BRANCH_NAME,False,22
Models/AuditPlanModel.cs,DIVISION_NAME,False,23
Models/AuditPlanModel.cs,AUDITZONE_NAME,False,24
Models/AuditPlanReportModel.cs,AUDITEDBY,False,5
Models/AuditPlanReportModel.cs,PARRENTOFFICE,False,6
Models/AuditPlanReportModel.cs,AUDITEENAME,False,7
Models/AuditPlanReportModel.cs,LASTAUDITOPSENDATE,False,10
Models/AuditPlanReportModel.cs,ENTITYRISK,False,11
Models/AuditPlanReportModel.cs,ENTITYSIZE,False,12
Models/AuditPlanReportModel.cs,AUDITSTARTDATE,False,17
Models/AuditPlanReportModel.cs,AUDITENDDATE,False,18
Models/AuditPlanReportModel.cs,TNAME,False,19
Models/AuditPlanReportModel.cs,TEAMLEAD,False,20
Models/AuditRefEngagementPlanModel.cs,AUDIT_STARTDATE,False,12
Models/AuditRefEngagementPlanModel.cs,AUDIT_ENDDATE,False,13
Models/AuditRefEngagementPlanModel.cs,OP_STARTDATE,False,14
Models/AuditRefEngagementPlanModel.cs,OP_ENDDATE,False,15
Models/AuditRefEngagementPlanModel.cs,TEAM_NAME,False,20
Models/AuditRefEngagementPlanModel.cs,ENTITY_NAME,False,28
Models/AuditRefEngagementPlanModel.cs,REMARKS_OUT,False,29
Models/AuditRefEngagementPlanModel.cs,IS_SUCCESS,False,30
Models/AuditRefEngagementPlanModel.cs,COMMENTS,False,31
Models/AuditReportModel.cs,ID,False,5
Models/AuditReportModel.cs,ENG_ID,False,6
Models/AuditReportModel.cs,AUDIT_REPORT,False,7
Models/AuditReportModel.cs,ADDED_BY,False,9
Models/AuditReportModel.cs,ADDED_ON,False,10
Models/AuditReportModel.cs,DOC_TYPE,False,12
Models/AuditReportModel.cs,DOC_NAME,False,14
Models/AuditSubEntitiesModel.cs,NAME,False,7
Models/AuditSubEntitiesModel.cs,STATUS,False,10
Models/AuditSubVoilationcatModel.cs,SUB_V_NAME,False,7
Models/AuditSubVoilationcatModel.cs,RISK_ID,False,8
Models/AuditSubVoilationcatModel.cs,STATUS,False,9
Models/AuditTeamModel.cs,CODE,False,8
Models/AuditTeamModel.cs,NAME,False,9
Models/AuditTeamModel.cs,IS_TEAMLEAD,False,12
Models/AuditTeamModel.cs,EMPLOYEENAME,False,14
Models/AuditTeamModel.cs,PLACE_OF_POSTING,False,16
Models/AuditTeamModel.cs,STATUS,False,17
Models/AuditVoilationcatModel.cs,V_NAME,False,6
Models/AuditVoilationcatModel.cs,STATUS,False,10
Models/AuditZoneModel.cs,ZONECODE,False,6
Models/AuditZoneModel.cs,ZONENAME,False,7
Models/AuditZoneModel.cs,DESCRIPTION,False,8
Models/AuditZoneModel.cs,ISACTIVE,False,9
Models/AuditeeAddressModel.cs,P_NAME,False,7
Models/AuditeeAddressModel.cs,NAME,False,8
Models/AuditeeAddressModel.cs,ADDRESS,False,9
Models/AuditeeAddressModel.cs,DATE_OF_OPENING,False,10
Models/AuditeeAddressModel.cs,LICENSE,False,11
Models/AuditeeAddressModel.cs,AUDIT_STARTDATE,False,12
Models/AuditeeAddressModel.cs,AUDIT_ENDDATE,False,13
Models/AuditeeAddressModel.cs,OPERATION_STARTDATE,False,14
Models/AuditeeAddressModel.cs,OPERATION_ENDDATE,False,15
Models/AuditeeAddressModel.cs,HIGH,False,18
Models/AuditeeAddressModel.cs,MEDIUM,False,19
Models/AuditeeAddressModel.cs,LOW,False,20
Models/AuditeeAddressModel.cs,SETTLED_HIGH,False,23
Models/AuditeeAddressModel.cs,SETTLED_MEDIUM,False,24
Models/AuditeeAddressModel.cs,SETTLED_LOW,False,25
Models/AuditeeAddressModel.cs,OPEN_HIGH,False,28
Models/AuditeeAddressModel.cs,OPEN_MEDIUM,False,29
Models/AuditeeAddressModel.cs,OPEN_LOW,False,30
Models/AuditeeEntitiesModel.cs,DESCRIPTION,False,7
Models/AuditeeEntitiesModel.cs,NAME,False,8
Models/AuditeeEntitiesModel.cs,ACTIVE,False,9
Models/AuditeeEntitiesModel.cs,TYPE_NAME,False,11
Models/AuditeeEntitiesModel.cs,AUDITBY_NAME,False,14
Models/AuditeeEntitiesModel.cs,AUDITABLE,False,16
Models/AuditeeEntitiesModel.cs,STATUS,False,18
Models/AuditeeEntitiesModel.cs,COST_CENTER,False,22
Models/AuditeeEntitiesModel.cs,AUDITOR,False,23
Models/AuditeeEntitiesModel.cs,IAD,False,24
Models/AuditeeEntitiesModel.cs,COMPLICE_BY,False,25
Models/AuditeeEntitiesModel.cs,COMPLIANCE_UNIT,False,26
Models/AuditeeEntitiesModel.cs,ADDRESS,False,27
Models/AuditeeEntitiesModel.cs,TELEPHONE,False,28
Models/AuditeeEntitiesModel.cs,EMAIL_ADDRESS,False,29
Models/AuditeeEntitiesModel.cs,ERISK,False,30
Models/AuditeeEntitiesModel.cs,ESIZE,False,31
Models/AuditeeEntitiesModel.cs,COM_BY,False,36
Models/AuditeeEntityUpdateModel.cs,DESCRIPTION,False,9
Models/AuditeeEntityUpdateModel.cs,DESCRIPTION_OLD,False,10
Models/AuditeeEntityUpdateModel.cs,NAME,False,11
Models/AuditeeEntityUpdateModel.cs,NAME_OLD,False,12
Models/AuditeeEntityUpdateModel.cs,ACTIVE,False,13
Models/AuditeeEntityUpdateModel.cs,ACTIVE_OLD,False,14
Models/AuditeeEntityUpdateModel.cs,TYPE_NAME,False,17
Models/AuditeeEntityUpdateModel.cs,TYPE_NAME_OLD,False,18
Models/AuditeeEntityUpdateModel.cs,AUDITBY_NAME,False,22
Models/AuditeeEntityUpdateModel.cs,AUDITBY_NAME_OLD,False,23
Models/AuditeeEntityUpdateModel.cs,AUDITABLE,False,25
Models/AuditeeEntityUpdateModel.cs,AUDITABLE_OLD,False,26
Models/AuditeeEntityUpdateModel.cs,STATUS,False,28
Models/AuditeeEntityUpdateModel.cs,STATUS_OLD,False,29
Models/AuditeeEntityUpdateModel.cs,UP_STATUS,False,33
Models/AuditeeEntityUpdateModel.cs,AUDITOR,False,34
Models/AuditeeEntityUpdateModel.cs,IAD,False,35
Models/AuditeeEntityUpdateModel.cs,COMPLICE_BY,False,36
Models/AuditeeEntityUpdateModel.cs,COMPLIANCE_UNIT,False,37
Models/AuditeeEntityUpdateModel.cs,ADDRESS,False,38
Models/AuditeeEntityUpdateModel.cs,ADDRESS_OLD,False,39
Models/AuditeeEntityUpdateModel.cs,TELEPHONE,False,40
Models/AuditeeEntityUpdateModel.cs,TELEPHONE_OLD,False,41
Models/AuditeeEntityUpdateModel.cs,EMAIL_ADDRESS,False,42
Models/AuditeeEntityUpdateModel.cs,EMAIL_ADDRESS_OLD,False,43
Models/AuditeeEntityUpdateModel.cs,ERISK,False,44
Models/AuditeeEntityUpdateModel.cs,ERISK_OLD,False,45
Models/AuditeeEntityUpdateModel.cs,ESIZE,False,46
Models/AuditeeEntityUpdateModel.cs,ESIZE_OLD,False,47
Models/AuditeeEntityUpdateModel.cs,UPDATED_BY,False,52
Models/AuditeeEntityUpdateModel.cs,UPDATE_ON,False,53
Models/AuditeeEntityUpdateModel.cs,AUTHORIZED_BY,False,54
Models/AuditeeEntityUpdateModel.cs,AUTHORIZED_ON,False,55
Models/AuditeeOldParasModel.cs,ENG_ID,False,9
Models/AuditeeOldParasModel.cs,REF_P,False,10
Models/AuditeeOldParasModel.cs,TYPE_DES,False,14
Models/AuditeeOldParasModel.cs,AUDIT_PERIOD,False,15
Models/AuditeeOldParasModel.cs,AUDIT_PERIOD_DES,False,16
Models/AuditeeOldParasModel.cs,ENTITY_NAME,False,17
Models/AuditeeOldParasModel.cs,PARA_CATEGORY,False,18
Models/AuditeeOldParasModel.cs,PARA_RISK,False,19
Models/AuditeeOldParasModel.cs,REPORT_NAME,False,20
Models/AuditeeOldParasModel.cs,PARA_NO,False,21
Models/AuditeeOldParasModel.cs,MEMO_NO,False,22
Models/AuditeeOldParasModel.cs,GIST_OF_PARAS,False,23
Models/AuditeeOldParasModel.cs,OBS_ID,False,24
Models/AuditeeOldParasModel.cs,AUDITEE_RESPONSE,False,25
Models/AuditeeOldParasModel.cs,AUDITOR_REMARKS,False,26
Models/AuditeeOldParasModel.cs,AUDITEDBY,False,28
Models/AuditeeOldParasPpnoModel.cs,EntityName,False,10
Models/AuditeeOldParasPpnoModel.cs,AuditPeriod,False,11
Models/AuditeeOldParasPpnoModel.cs,Amount,False,12
Models/AuditeeOldParasPpnoModel.cs,Annex,False,13
Models/AuditeeOldParasPpnoModel.cs,ParaStatus,False,14
Models/AuditeeOldParasPpnoModel.cs,Ind,False,15
Models/AuditeeOldParasPpnoModel.cs,ParaNo,False,16
Models/AuditeeOldParasPpnoModel.cs,GistOfParas,False,17
Models/AuditeeOldParasResponseModel.cs,REPLY,False,9
Models/AuditeeOldParasResponseModel.cs,REMARKS,False,16
Models/AuditeeOldParasResponseModel.cs,SUBMITTED,False,17
